image_path,fruit_id,storage_condition,day,stage,view,timestamp,file_stem
data/Avocado Ripening Dataset/T10_d22_011_b_5.jpg,T10_011,T10,22,5,b,2022-04-25 15:21:40,T10_d22_011_b_5
data/Avocado Ripening Dataset/T10_d23_011_a_5.jpg,T10_011,T10,23,5,a,2022-04-26 13:08:51,T10_d23_011_a_5
data/Avocado Ripening Dataset/T10_d23_011_b_5.jpg,T10_011,T10,23,5,b,2022-04-26 13:08:56,T10_d23_011_b_5
data/Avocado Ripening Dataset/T10_d24_011_a_5.jpg,T10_011,T10,24,5,a,2022-04-27 15:54:46,T10_d24_011_a_5
data/Avocado Ripening Dataset/T10_d24_011_b_5.jpg,T10_011,T10,24,5,b,2022-04-27 15:54:51,T10_d24_011_b_5
data/Avocado Ripening Dataset/T10_d25_011_a_5.jpg,T10_011,T10,25,5,a,2022-04-28 19:53:41,T10_d25_011_a_5
data/Avocado Ripening Dataset/T10_d25_011_b_5.jpg,T10_011,T10,25,5,b,2022-04-28 19:53:50,T10_d25_011_b_5
data/Avocado Ripening Dataset/T10_d26_011_a_5.jpg,T10_011,T10,26,5,a,2022-04-29 14:36:42,T10_d26_011_a_5
data/Avocado Ripening Dataset/T10_d26_011_b_5.jpg,T10_011,T10,26,5,b,2022-04-29 14:36:47,T10_d26_011_b_5
data/Avocado Ripening Dataset/T10_d01_012_a_1.jpg,T10_012,T10,1,1,a,2022-04-04 11:42:11,T10_d01_012_a_1
data/Avocado Ripening Dataset/T10_d01_012_b_1.jpg,T10_012,T10,1,1,b,2022-04-04 11:42:22,T10_d01_012_b_1
data/Avocado Ripening Dataset/T10_d02_012_a_1.jpg,T10_012,T10,2,1,a,2022-04-05 11:37:56,T10_d02_012_a_1
data/Avocado Ripening Dataset/T10_d02_012_b_1.jpg,T10_012,T10,2,1,b,2022-04-05 11:38:05,T10_d02_012_b_1
data/Avocado Ripening Dataset/T10_d03_012_a_1.jpg,T10_012,T10,3,1,a,2022-04-06 10:55:30,T10_d03_012_a_1
data/Avocado Ripening Dataset/T10_d03_012_b_1.jpg,T10_012,T10,3,1,b,2022-04-06 10:55:41,T10_d03_012_b_1
data/Avocado Ripening Dataset/T10_d04_012_a_1.jpg,T10_012,T10,4,1,a,2022-04-07 10:34:11,T10_d04_012_a_1
data/Avocado Ripening Dataset/T10_d04_012_b_1.jpg,T10_012,T10,4,1,b,2022-04-07 10:34:27,T10_d04_012_b_1
data/Avocado Ripening Dataset/T10_d05_012_a_2.jpg,T10_012,T10,5,2,a,2022-04-08 11:13:42,T10_d05_012_a_2
data/Avocado Ripening Dataset/T10_d05_012_b_2.jpg,T10_012,T10,5,2,b,2022-04-08 11:13:50,T10_d05_012_b_2
data/Avocado Ripening Dataset/T10_d06_012_a_2.jpg,T10_012,T10,6,2,a,2022-04-09 11:31:38,T10_d06_012_a_2
data/Avocado Ripening Dataset/T10_d06_012_b_2.jpg,T10_012,T10,6,2,b,2022-04-09 11:31:48,T10_d06_012_b_2
data/Avocado Ripening Dataset/T10_d07_012_a_2.jpg,T10_012,T10,7,2,a,2022-04-10 11:36:26,T10_d07_012_a_2
data/Avocado Ripening Dataset/T10_d07_012_b_2.jpg,T10_012,T10,7,2,b,2022-04-10 11:36:39,T10_d07_012_b_2
data/Avocado Ripening Dataset/T10_d08_012_a_2.jpg,T10_012,T10,8,2,a,2022-04-11 11:02:57,T10_d08_012_a_2
data/Avocado Ripening Dataset/T10_d08_012_b_2.jpg,T10_012,T10,8,2,b,2022-04-11 11:03:06,T10_d08_012_b_2
data/Avocado Ripening Dataset/T10_d09_012_a_2.jpg,T10_012,T10,9,2,a,2022-04-12 11:17:21,T10_d09_012_a_2
data/Avocado Ripening Dataset/T10_d09_012_b_2.jpg,T10_012,T10,9,2,b,2022-04-12 11:17:34,T10_d09_012_b_2
data/Avocado Ripening Dataset/T10_d10_012_a_3.jpg,T10_012,T10,10,3,a,2022-04-13 11:12:31,T10_d10_012_a_3
data/Avocado Ripening Dataset/T10_d10_012_b_3.jpg,T10_012,T10,10,3,b,2022-04-13 11:12:38,T10_d10_012_b_3
data/Avocado Ripening Dataset/T10_d11_012_a_3.jpg,T10_012,T10,11,3,a,2022-04-14 11:36:30,T10_d11_012_a_3
data/Avocado Ripening Dataset/T10_d11_012_b_3.jpg,T10_012,T10,11,3,b,2022-04-14 11:36:38,T10_d11_012_b_3
data/Avocado Ripening Dataset/T10_d12_012_a_4.jpg,T10_012,T10,12,4,a,2022-04-15 16:03:54,T10_d12_012_a_4
data/Avocado Ripening Dataset/T10_d12_012_b_4.jpg,T10_012,T10,12,4,b,2022-04-15 16:04:00,T10_d12_012_b_4
data/Avocado Ripening Dataset/T10_d13_012_a_4.jpg,T10_012,T10,13,4,a,2022-04-16 13:31:59,T10_d13_012_a_4
data/Avocado Ripening Dataset/T10_d13_012_b_4.jpg,T10_012,T10,13,4,b,2022-04-16 13:32:05,T10_d13_012_b_4
data/Avocado Ripening Dataset/T10_d14_012_a_4.jpg,T10_012,T10,14,4,a,2022-04-17 15:08:24,T10_d14_012_a_4
data/Avocado Ripening Dataset/T10_d14_012_b_4.jpg,T10_012,T10,14,4,b,2022-04-17 15:08:29,T10_d14_012_b_4
data/Avocado Ripening Dataset/T10_d15_012_a_4.jpg,T10_012,T10,15,4,a,2022-04-18 15:34:30,T10_d15_012_a_4
data/Avocado Ripening Dataset/T10_d15_012_b_4.jpg,T10_012,T10,15,4,b,2022-04-18 15:34:38,T10_d15_012_b_4
data/Avocado Ripening Dataset/T10_d16_012_a_4.jpg,T10_012,T10,16,4,a,2022-04-19 12:11:03,T10_d16_012_a_4
data/Avocado Ripening Dataset/T10_d16_012_b_4.jpg,T10_012,T10,16,4,b,2022-04-19 12:11:16,T10_d16_012_b_4
data/Avocado Ripening Dataset/T10_d17_012_a_5.jpg,T10_012,T10,17,5,a,2022-04-20 12:02:41,T10_d17_012_a_5
data/Avocado Ripening Dataset/T10_d17_012_b_5.jpg,T10_012,T10,17,5,b,2022-04-20 12:02:50,T10_d17_012_b_5
data/Avocado Ripening Dataset/T10_d18_012_a_5.jpg,T10_012,T10,18,5,a,2022-04-21 13:33:29,T10_d18_012_a_5
data/Avocado Ripening Dataset/T10_d18_012_b_5.jpg,T10_012,T10,18,5,b,2022-04-21 13:33:37,T10_d18_012_b_5
data/Avocado Ripening Dataset/T10_d19_012_a_5.jpg,T10_012,T10,19,5,a,2022-04-22 12:47:27,T10_d19_012_a_5
data/Avocado Ripening Dataset/T10_d19_012_b_5.jpg,T10_012,T10,19,5,b,2022-04-22 12:47:33,T10_d19_012_b_5
data/Avocado Ripening Dataset/T10_d20_012_a_5.jpg,T10_012,T10,20,5,a,2022-04-23 12:21:49,T10_d20_012_a_5
data/Avocado Ripening Dataset/T10_d20_012_b_5.jpg,T10_012,T10,20,5,b,2022-04-23 12:21:56,T10_d20_012_b_5
data/Avocado Ripening Dataset/T10_d21_012_a_5.jpg,T10_012,T10,21,5,a,2022-04-24 14:32:14,T10_d21_012_a_5
data/Avocado Ripening Dataset/T10_d21_012_b_5.jpg,T10_012,T10,21,5,b,2022-04-24 14:32:24,T10_d21_012_b_5
data/Avocado Ripening Dataset/T10_d22_012_a_5.jpg,T10_012,T10,22,5,a,2022-04-25 14:24:42,T10_d22_012_a_5
data/Avocado Ripening Dataset/T10_d22_012_b_5.jpg,T10_012,T10,22,5,b,2022-04-25 14:24:55,T10_d22_012_b_5
data/Avocado Ripening Dataset/T10_d23_012_a_5.jpg,T10_012,T10,23,5,a,2022-04-26 11:51:42,T10_d23_012_a_5
data/Avocado Ripening Dataset/T10_d23_012_b_5.jpg,T10_012,T10,23,5,b,2022-04-26 11:51:52,T10_d23_012_b_5
data/Avocado Ripening Dataset/T10_d24_012_a_5.jpg,T10_012,T10,24,5,a,2022-04-27 15:09:11,T10_d24_012_a_5
data/Avocado Ripening Dataset/T10_d24_012_b_5.jpg,T10_012,T10,24,5,b,2022-04-27 15:09:16,T10_d24_012_b_5
data/Avocado Ripening Dataset/T10_d25_012_a_5.jpg,T10_012,T10,25,5,a,2022-04-28 17:48:59,T10_d25_012_a_5
data/Avocado Ripening Dataset/T10_d25_012_b_5.jpg,T10_012,T10,25,5,b,2022-04-28 17:49:12,T10_d25_012_b_5
data/Avocado Ripening Dataset/T10_d26_012_a_5.jpg,T10_012,T10,26,5,a,2022-04-29 14:15:58,T10_d26_012_a_5
data/Avocado Ripening Dataset/T10_d26_012_b_5.jpg,T10_012,T10,26,5,b,2022-04-29 14:16:06,T10_d26_012_b_5
data/Avocado Ripening Dataset/T10_d01_013_a_1.jpg,T10_013,T10,1,1,a,2022-04-04 11:42:56,T10_d01_013_a_1
data/Avocado Ripening Dataset/T10_d01_013_b_1.jpg,T10_013,T10,1,1,b,2022-04-04 11:43:05,T10_d01_013_b_1
data/Avocado Ripening Dataset/T10_d02_013_a_1.jpg,T10_013,T10,2,1,a,2022-04-05 11:38:27,T10_d02_013_a_1
data/Avocado Ripening Dataset/T10_d02_013_b_1.jpg,T10_013,T10,2,1,b,2022-04-05 11:38:35,T10_d02_013_b_1
data/Avocado Ripening Dataset/T10_d03_013_a_1.jpg,T10_013,T10,3,1,a,2022-04-06 10:56:07,T10_d03_013_a_1
data/Avocado Ripening Dataset/T10_d03_013_b_1.jpg,T10_013,T10,3,1,b,2022-04-06 10:56:18,T10_d03_013_b_1
data/Avocado Ripening Dataset/T10_d04_013_a_1.jpg,T10_013,T10,4,1,a,2022-04-07 10:34:49,T10_d04_013_a_1
data/Avocado Ripening Dataset/T10_d04_013_b_1.jpg,T10_013,T10,4,1,b,2022-04-07 10:34:58,T10_d04_013_b_1
data/Avocado Ripening Dataset/T10_d05_013_a_1.jpg,T10_013,T10,5,1,a,2022-04-08 11:14:13,T10_d05_013_a_1
data/Avocado Ripening Dataset/T10_d05_013_b_1.jpg,T10_013,T10,5,1,b,2022-04-08 11:14:23,T10_d05_013_b_1
data/Avocado Ripening Dataset/T10_d06_013_a_1.jpg,T10_013,T10,6,1,a,2022-04-09 11:32:10,T10_d06_013_a_1
data/Avocado Ripening Dataset/T10_d06_013_b_1.jpg,T10_013,T10,6,1,b,2022-04-09 11:32:17,T10_d06_013_b_1
data/Avocado Ripening Dataset/T10_d07_013_a_1.jpg,T10_013,T10,7,1,a,2022-04-10 11:38:02,T10_d07_013_a_1
data/Avocado Ripening Dataset/T10_d07_013_b_1.jpg,T10_013,T10,7,1,b,2022-04-10 11:38:08,T10_d07_013_b_1
data/Avocado Ripening Dataset/T10_d08_013_a_2.jpg,T10_013,T10,8,2,a,2022-04-11 11:03:25,T10_d08_013_a_2
data/Avocado Ripening Dataset/T10_d08_013_b_2.jpg,T10_013,T10,8,2,b,2022-04-11 11:03:31,T10_d08_013_b_2
data/Avocado Ripening Dataset/T10_d09_013_a_2.jpg,T10_013,T10,9,2,a,2022-04-12 11:17:58,T10_d09_013_a_2
data/Avocado Ripening Dataset/T10_d09_013_b_2.jpg,T10_013,T10,9,2,b,2022-04-12 11:18:07,T10_d09_013_b_2
data/Avocado Ripening Dataset/T10_d10_013_a_2.jpg,T10_013,T10,10,2,a,2022-04-13 11:12:53,T10_d10_013_a_2
data/Avocado Ripening Dataset/T10_d10_013_b_2.jpg,T10_013,T10,10,2,b,2022-04-13 11:13:01,T10_d10_013_b_2
data/Avocado Ripening Dataset/T10_d11_013_a_3.jpg,T10_013,T10,11,3,a,2022-04-14 11:36:54,T10_d11_013_a_3
data/Avocado Ripening Dataset/T10_d11_013_b_3.jpg,T10_013,T10,11,3,b,2022-04-14 11:37:01,T10_d11_013_b_3
data/Avocado Ripening Dataset/T10_d12_013_a_3.jpg,T10_013,T10,12,3,a,2022-04-15 16:04:15,T10_d12_013_a_3
data/Avocado Ripening Dataset/T10_d12_013_b_3.jpg,T10_013,T10,12,3,b,2022-04-15 16:04:20,T10_d12_013_b_3
data/Avocado Ripening Dataset/T10_d13_013_a_3.jpg,T10_013,T10,13,3,a,2022-04-16 13:32:13,T10_d13_013_a_3
data/Avocado Ripening Dataset/T10_d13_013_b_3.jpg,T10_013,T10,13,3,b,2022-04-16 13:32:19,T10_d13_013_b_3
data/Avocado Ripening Dataset/T10_d14_013_a_3.jpg,T10_013,T10,14,3,a,2022-04-17 15:08:47,T10_d14_013_a_3
data/Avocado Ripening Dataset/T10_d14_013_b_3.jpg,T10_013,T10,14,3,b,2022-04-17 15:08:51,T10_d14_013_b_3
data/Avocado Ripening Dataset/T10_d15_013_a_3.jpg,T10_013,T10,15,3,a,2022-04-18 15:34:56,T10_d15_013_a_3
data/Avocado Ripening Dataset/T10_d15_013_b_3.jpg,T10_013,T10,15,3,b,2022-04-18 15:35:01,T10_d15_013_b_3
data/Avocado Ripening Dataset/T10_d16_013_a_3.jpg,T10_013,T10,16,3,a,2022-04-19 12:11:38,T10_d16_013_a_3
data/Avocado Ripening Dataset/T10_d16_013_b_3.jpg,T10_013,T10,16,3,b,2022-04-19 12:11:48,T10_d16_013_b_3
data/Avocado Ripening Dataset/T10_d17_013_a_3.jpg,T10_013,T10,17,3,a,2022-04-20 12:03:06,T10_d17_013_a_3
data/Avocado Ripening Dataset/T10_d17_013_b_3.jpg,T10_013,T10,17,3,b,2022-04-20 12:03:13,T10_d17_013_b_3
data/Avocado Ripening Dataset/T10_d18_013_a_3.jpg,T10_013,T10,18,3,a,2022-04-21 13:33:58,T10_d18_013_a_3
data/Avocado Ripening Dataset/T10_d18_013_b_3.jpg,T10_013,T10,18,3,b,2022-04-21 13:34:02,T10_d18_013_b_3
data/Avocado Ripening Dataset/T10_d19_013_a_4.jpg,T10_013,T10,19,4,a,2022-04-22 12:47:53,T10_d19_013_a_4
data/Avocado Ripening Dataset/T10_d19_013_b_4.jpg,T10_013,T10,19,4,b,2022-04-22 12:47:59,T10_d19_013_b_4
data/Avocado Ripening Dataset/T10_d20_013_a_4.jpg,T10_013,T10,20,4,a,2022-04-23 12:22:12,T10_d20_013_a_4
data/Avocado Ripening Dataset/T10_d20_013_b_4.jpg,T10_013,T10,20,4,b,2022-04-23 12:22:17,T10_d20_013_b_4
data/Avocado Ripening Dataset/T10_d21_013_a_4.jpg,T10_013,T10,21,4,a,2022-04-24 14:32:42,T10_d21_013_a_4
data/Avocado Ripening Dataset/T10_d21_013_b_4.jpg,T10_013,T10,21,4,b,2022-04-24 14:32:47,T10_d21_013_b_4
data/Avocado Ripening Dataset/T10_d22_013_a_4.jpg,T10_013,T10,22,4,a,2022-04-25 14:25:33,T10_d22_013_a_4
data/Avocado Ripening Dataset/T10_d22_013_b_4.jpg,T10_013,T10,22,4,b,2022-04-25 14:25:39,T10_d22_013_b_4
data/Avocado Ripening Dataset/T10_d23_013_a_4.jpg,T10_013,T10,23,4,a,2022-04-26 11:52:10,T10_d23_013_a_4
data/Avocado Ripening Dataset/T10_d23_013_b_4.jpg,T10_013,T10,23,4,b,2022-04-26 11:52:14,T10_d23_013_b_4
data/Avocado Ripening Dataset/T10_d24_013_a_4.jpg,T10_013,T10,24,4,a,2022-04-27 15:09:31,T10_d24_013_a_4
data/Avocado Ripening Dataset/T10_d24_013_b_4.jpg,T10_013,T10,24,4,b,2022-04-27 15:09:35,T10_d24_013_b_4
data/Avocado Ripening Dataset/T10_d25_013_a_5.jpg,T10_013,T10,25,5,a,2022-04-28 17:49:30,T10_d25_013_a_5
data/Avocado Ripening Dataset/T10_d25_013_b_5.jpg,T10_013,T10,25,5,b,2022-04-28 17:49:35,T10_d25_013_b_5
data/Avocado Ripening Dataset/T10_d26_013_a_5.jpg,T10_013,T10,26,5,a,2022-04-29 14:16:24,T10_d26_013_a_5
data/Avocado Ripening Dataset/T10_d26_013_b_5.jpg,T10_013,T10,26,5,b,2022-04-29 14:16:30,T10_d26_013_b_5
data/Avocado Ripening Dataset/T10_d01_014_a_1.jpg,T10_014,T10,1,1,a,2022-04-04 11:43:25,T10_d01_014_a_1
data/Avocado Ripening Dataset/T10_d01_014_b_1.jpg,T10_014,T10,1,1,b,2022-04-04 11:43:33,T10_d01_014_b_1
data/Avocado Ripening Dataset/T10_d02_014_a_1.jpg,T10_014,T10,2,1,a,2022-04-05 11:38:55,T10_d02_014_a_1
data/Avocado Ripening Dataset/T10_d02_014_b_1.jpg,T10_014,T10,2,1,b,2022-04-05 11:39:09,T10_d02_014_b_1
data/Avocado Ripening Dataset/T10_d03_014_a_1.jpg,T10_014,T10,3,1,a,2022-04-06 10:56:38,T10_d03_014_a_1
data/Avocado Ripening Dataset/T10_d03_014_b_1.jpg,T10_014,T10,3,1,b,2022-04-06 10:56:52,T10_d03_014_b_1
data/Avocado Ripening Dataset/T10_d04_014_a_1.jpg,T10_014,T10,4,1,a,2022-04-07 10:35:25,T10_d04_014_a_1
data/Avocado Ripening Dataset/T10_d04_014_b_1.jpg,T10_014,T10,4,1,b,2022-04-07 10:35:34,T10_d04_014_b_1
data/Avocado Ripening Dataset/T10_d05_014_a_1.jpg,T10_014,T10,5,1,a,2022-04-08 11:14:44,T10_d05_014_a_1
data/Avocado Ripening Dataset/T10_d05_014_b_1.jpg,T10_014,T10,5,1,b,2022-04-08 11:14:52,T10_d05_014_b_1
data/Avocado Ripening Dataset/T10_d06_014_a_1.jpg,T10_014,T10,6,1,a,2022-04-09 11:32:43,T10_d06_014_a_1
data/Avocado Ripening Dataset/T10_d06_014_b_1.jpg,T10_014,T10,6,1,b,2022-04-09 11:32:51,T10_d06_014_b_1
data/Avocado Ripening Dataset/T10_d07_014_a_1.jpg,T10_014,T10,7,1,a,2022-04-10 11:38:33,T10_d07_014_a_1
data/Avocado Ripening Dataset/T10_d07_014_b_1.jpg,T10_014,T10,7,1,b,2022-04-10 11:38:40,T10_d07_014_b_1
data/Avocado Ripening Dataset/T10_d08_014_a_2.jpg,T10_014,T10,8,2,a,2022-04-11 11:03:48,T10_d08_014_a_2
data/Avocado Ripening Dataset/T10_d08_014_b_2.jpg,T10_014,T10,8,2,b,2022-04-11 11:03:55,T10_d08_014_b_2
data/Avocado Ripening Dataset/T10_d09_014_a_2.jpg,T10_014,T10,9,2,a,2022-04-12 11:18:33,T10_d09_014_a_2
data/Avocado Ripening Dataset/T10_d09_014_b_2.jpg,T10_014,T10,9,2,b,2022-04-12 11:18:39,T10_d09_014_b_2
data/Avocado Ripening Dataset/T10_d10_014_a_2.jpg,T10_014,T10,10,2,a,2022-04-13 11:13:18,T10_d10_014_a_2
data/Avocado Ripening Dataset/T10_d10_014_b_2.jpg,T10_014,T10,10,2,b,2022-04-13 11:13:24,T10_d10_014_b_2
data/Avocado Ripening Dataset/T10_d11_014_a_3.jpg,T10_014,T10,11,3,a,2022-04-14 11:37:17,T10_d11_014_a_3
data/Avocado Ripening Dataset/T10_d11_014_b_3.jpg,T10_014,T10,11,3,b,2022-04-14 11:37:24,T10_d11_014_b_3
data/Avocado Ripening Dataset/T10_d12_014_a_3.jpg,T10_014,T10,12,3,a,2022-04-15 16:04:34,T10_d12_014_a_3
data/Avocado Ripening Dataset/T10_d12_014_b_3.jpg,T10_014,T10,12,3,b,2022-04-15 16:04:39,T10_d12_014_b_3
data/Avocado Ripening Dataset/T10_d13_014_a_3.jpg,T10_014,T10,13,3,a,2022-04-16 13:32:26,T10_d13_014_a_3
data/Avocado Ripening Dataset/T10_d13_014_b_3.jpg,T10_014,T10,13,3,b,2022-04-16 13:32:30,T10_d13_014_b_3
data/Avocado Ripening Dataset/T10_d14_014_a_3.jpg,T10_014,T10,14,3,a,2022-04-17 15:09:04,T10_d14_014_a_3
data/Avocado Ripening Dataset/T10_d14_014_b_3.jpg,T10_014,T10,14,3,b,2022-04-17 15:09:09,T10_d14_014_b_3
data/Avocado Ripening Dataset/T10_d15_014_a_3.jpg,T10_014,T10,15,3,a,2022-04-18 15:35:16,T10_d15_014_a_3
data/Avocado Ripening Dataset/T10_d15_014_b_3.jpg,T10_014,T10,15,3,b,2022-04-18 15:35:23,T10_d15_014_b_3
data/Avocado Ripening Dataset/T10_d16_014_a_3.jpg,T10_014,T10,16,3,a,2022-04-19 12:12:05,T10_d16_014_a_3
data/Avocado Ripening Dataset/T10_d16_014_b_3.jpg,T10_014,T10,16,3,b,2022-04-19 12:12:10,T10_d16_014_b_3
data/Avocado Ripening Dataset/T10_d17_014_a_3.jpg,T10_014,T10,17,3,a,2022-04-20 12:03:32,T10_d17_014_a_3
data/Avocado Ripening Dataset/T10_d17_014_b_3.jpg,T10_014,T10,17,3,b,2022-04-20 12:03:39,T10_d17_014_b_3
data/Avocado Ripening Dataset/T10_d18_014_a_3.jpg,T10_014,T10,18,3,a,2022-04-21 13:34:17,T10_d18_014_a_3
data/Avocado Ripening Dataset/T10_d18_014_b_3.jpg,T10_014,T10,18,3,b,2022-04-21 13:34:22,T10_d18_014_b_3
data/Avocado Ripening Dataset/T10_d19_014_a_4.jpg,T10_014,T10,19,4,a,2022-04-22 12:48:15,T10_d19_014_a_4
data/Avocado Ripening Dataset/T10_d19_014_b_4.jpg,T10_014,T10,19,4,b,2022-04-22 12:48:20,T10_d19_014_b_4
data/Avocado Ripening Dataset/T10_d20_014_a_4.jpg,T10_014,T10,20,4,a,2022-04-23 12:22:32,T10_d20_014_a_4
data/Avocado Ripening Dataset/T10_d20_014_b_4.jpg,T10_014,T10,20,4,b,2022-04-23 12:22:37,T10_d20_014_b_4
data/Avocado Ripening Dataset/T10_d21_014_a_4.jpg,T10_014,T10,21,4,a,2022-04-24 14:33:17,T10_d21_014_a_4
data/Avocado Ripening Dataset/T10_d21_014_b_4.jpg,T10_014,T10,21,4,b,2022-04-24 14:33:22,T10_d21_014_b_4
data/Avocado Ripening Dataset/T10_d22_014_a_4.jpg,T10_014,T10,22,4,a,2022-04-25 14:26:02,T10_d22_014_a_4
data/Avocado Ripening Dataset/T10_d22_014_b_4.jpg,T10_014,T10,22,4,b,2022-04-25 14:26:08,T10_d22_014_b_4
data/Avocado Ripening Dataset/T10_d23_014_a_5.jpg,T10_014,T10,23,5,a,2022-04-26 11:52:32,T10_d23_014_a_5
data/Avocado Ripening Dataset/T10_d23_014_b_5.jpg,T10_014,T10,23,5,b,2022-04-26 11:52:38,T10_d23_014_b_5
data/Avocado Ripening Dataset/T10_d24_014_a_5.jpg,T10_014,T10,24,5,a,2022-04-27 15:09:52,T10_d24_014_a_5
data/Avocado Ripening Dataset/T10_d24_014_b_5.jpg,T10_014,T10,24,5,b,2022-04-27 15:09:59,T10_d24_014_b_5
data/Avocado Ripening Dataset/T10_d25_014_a_5.jpg,T10_014,T10,25,5,a,2022-04-28 17:49:55,T10_d25_014_a_5
data/Avocado Ripening Dataset/T10_d25_014_b_5.jpg,T10_014,T10,25,5,b,2022-04-28 17:50:00,T10_d25_014_b_5
data/Avocado Ripening Dataset/T10_d26_014_a_5.jpg,T10_014,T10,26,5,a,2022-04-29 14:16:46,T10_d26_014_a_5
data/Avocado Ripening Dataset/T10_d26_014_b_5.jpg,T10_014,T10,26,5,b,2022-04-29 14:16:52,T10_d26_014_b_5
data/Avocado Ripening Dataset/T10_d01_015_a_1.jpg,T10_015,T10,1,1,a,2022-04-03 18:07:20,T10_d01_015_a_1
data/Avocado Ripening Dataset/T10_d01_015_b_1.jpg,T10_015,T10,1,1,b,2022-04-03 18:07:46,T10_d01_015_b_1
data/Avocado Ripening Dataset/T10_d02_015_a_1.jpg,T10_015,T10,2,1,a,2022-04-05 09:58:03,T10_d02_015_a_1
data/Avocado Ripening Dataset/T10_d02_015_b_1.jpg,T10_015,T10,2,1,b,2022-04-05 09:58:24,T10_d02_015_b_1
data/Avocado Ripening Dataset/T10_d03_015_a_1.jpg,T10_015,T10,3,1,a,2022-04-06 10:03:02,T10_d03_015_a_1
data/Avocado Ripening Dataset/T10_d03_015_b_1.jpg,T10_015,T10,3,1,b,2022-04-06 10:03:17,T10_d03_015_b_1
data/Avocado Ripening Dataset/T10_d04_015_a_1.jpg,T10_015,T10,4,1,a,2022-04-07 10:04:20,T10_d04_015_a_1
data/Avocado Ripening Dataset/T10_d04_015_b_1.jpg,T10_015,T10,4,1,b,2022-04-07 10:05:01,T10_d04_015_b_1
data/Avocado Ripening Dataset/T10_d05_015_a_1.jpg,T10_015,T10,5,1,a,2022-04-08 10:42:21,T10_d05_015_a_1
data/Avocado Ripening Dataset/T10_d05_015_b_1.jpg,T10_015,T10,5,1,b,2022-04-08 10:42:52,T10_d05_015_b_1
data/Avocado Ripening Dataset/T10_d06_015_a_1.jpg,T10_015,T10,6,1,a,2022-04-09 10:49:12,T10_d06_015_a_1
data/Avocado Ripening Dataset/T10_d06_015_b_1.jpg,T10_015,T10,6,1,b,2022-04-09 10:49:25,T10_d06_015_b_1
data/Avocado Ripening Dataset/T10_d07_015_a_1.jpg,T10_015,T10,7,1,a,2022-04-10 10:52:16,T10_d07_015_a_1
data/Avocado Ripening Dataset/T10_d07_015_b_1.jpg,T10_015,T10,7,1,b,2022-04-10 10:52:28,T10_d07_015_b_1
data/Avocado Ripening Dataset/T10_d08_015_a_2.jpg,T10_015,T10,8,2,a,2022-04-11 10:27:07,T10_d08_015_a_2
data/Avocado Ripening Dataset/T10_d08_015_b_2.jpg,T10_015,T10,8,2,b,2022-04-11 10:27:15,T10_d08_015_b_2
data/Avocado Ripening Dataset/T10_d09_015_a_2.jpg,T10_015,T10,9,2,a,2022-04-12 10:43:17,T10_d09_015_a_2
data/Avocado Ripening Dataset/T10_d09_015_b_2.jpg,T10_015,T10,9,2,b,2022-04-12 10:43:34,T10_d09_015_b_2
data/Avocado Ripening Dataset/T10_d10_015_a_2.jpg,T10_015,T10,10,2,a,2022-04-13 10:40:04,T10_d10_015_a_2
data/Avocado Ripening Dataset/T10_d10_015_b_2.jpg,T10_015,T10,10,2,b,2022-04-13 10:40:16,T10_d10_015_b_2
data/Avocado Ripening Dataset/T10_d11_015_a_3.jpg,T10_015,T10,11,3,a,2022-04-14 10:52:00,T10_d11_015_a_3
data/Avocado Ripening Dataset/T10_d11_015_b_3.jpg,T10_015,T10,11,3,b,2022-04-14 10:52:14,T10_d11_015_b_3
data/Avocado Ripening Dataset/T10_d12_015_a_3.jpg,T10_015,T10,12,3,a,2022-04-15 17:19:52,T10_d12_015_a_3
data/Avocado Ripening Dataset/T10_d12_015_b_3.jpg,T10_015,T10,12,3,b,2022-04-15 17:19:57,T10_d12_015_b_3
data/Avocado Ripening Dataset/T10_d13_015_a_3.jpg,T10_015,T10,13,3,a,2022-04-16 13:14:11,T10_d13_015_a_3
data/Avocado Ripening Dataset/T10_d13_015_b_3.jpg,T10_015,T10,13,3,b,2022-04-16 13:14:17,T10_d13_015_b_3
data/Avocado Ripening Dataset/T10_d14_015_a_3.jpg,T10_015,T10,14,3,a,2022-04-17 14:40:59,T10_d14_015_a_3
data/Avocado Ripening Dataset/T10_d14_015_b_3.jpg,T10_015,T10,14,3,b,2022-04-17 14:41:06,T10_d14_015_b_3
data/Avocado Ripening Dataset/T10_d15_015_a_4.jpg,T10_015,T10,15,4,a,2022-04-18 14:47:35,T10_d15_015_a_4
data/Avocado Ripening Dataset/T10_d15_015_b_4.jpg,T10_015,T10,15,4,b,2022-04-18 14:47:42,T10_d15_015_b_4
data/Avocado Ripening Dataset/T10_d16_015_a_4.jpg,T10_015,T10,16,4,a,2022-04-19 12:36:25,T10_d16_015_a_4
data/Avocado Ripening Dataset/T10_d16_015_b_4.jpg,T10_015,T10,16,4,b,2022-04-19 12:36:32,T10_d16_015_b_4
data/Avocado Ripening Dataset/T10_d17_015_a_4.jpg,T10_015,T10,17,4,a,2022-04-20 11:38:45,T10_d17_015_a_4
data/Avocado Ripening Dataset/T10_d17_015_b_4.jpg,T10_015,T10,17,4,b,2022-04-20 11:38:54,T10_d17_015_b_4
